key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects
addr:city,Haaksbergen,addr:city=Haaksbergen,An OSM addr:city tag with value 'Haaksbergen' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Haaksbergen' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Haaksbergen' utilizada para describir características addr:city,12450,0.0,12413,0.0,37,0.0,0,0.0,No,0
source:geometry:date,2005-11-15,source:geometry:date=2005-11-15,An OSM source:geometry:date tag with value '2005-11-15' used to describe source:geometry:date features,Una etiqueta OSM source:geometry:date amb valor '2005-11-15' utilitzada per descriure característiques source:geometry:date,Una etiqueta OSM source:geometry:date con valor '2005-11-15' utilizada para describir características source:geometry:date,12450,0.0,0,0.0,12442,0.0,8,0.0,No,0
flag:name,United States,flag:name=United States,An OSM flag:name tag with value 'United States' used to describe flag:name features,Una etiqueta OSM flag:name amb valor 'United States' utilitzada per descriure característiques flag:name,Una etiqueta OSM flag:name con valor 'United States' utilizada para describir características flag:name,12448,0.0,12444,0.0,4,0.0,0,0.0,No,1
addr:postcode,4690,addr:postcode=4690,An OSM addr:postcode tag with value '4690' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '4690' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '4690' utilizada para describir características addr:postcode,12447,0.0,9661,0.0,2739,0.0,47,0.0,No,0
addr:postcode,50018,addr:postcode=50018,An OSM addr:postcode tag with value '50018' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '50018' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '50018' utilizada para describir características addr:postcode,12447,0.0,12372,0.0,65,0.0,10,0.0,No,0
addr:postcode,92111,addr:postcode=92111,An OSM addr:postcode tag with value '92111' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '92111' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '92111' utilizada para describir características addr:postcode,12444,0.0,9643,0.0,2801,0.0,0,0.0,No,0
CLC:code,243,CLC:code=243,An OSM CLC:code tag with value '243' used to describe CLC:code features,Una etiqueta OSM CLC:code amb valor '243' utilitzada per descriure característiques CLC:code,Una etiqueta OSM CLC:code con valor '243' utilizada para describir características CLC:code,12441,0.0,0,0.0,12176,0.0,265,0.0,No,0
addr:housenumber,1215,addr:housenumber=1215,An OSM addr:housenumber tag with value '1215' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1215' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1215' utilizada para describir características addr:housenumber,12440,0.0,5094,0.0,7325,0.0,21,0.0,No,0
building:usage:pl,Transportu lub łączności,building:usage:pl=Transportu lub łączności,An OSM building:usage:pl tag with value 'Transportu lub łączności' used to describe building:usage:pl features,Una etiqueta OSM building:usage:pl amb valor 'Transportu lub łączności' utilitzada per descriure característiques building:usage:pl,Una etiqueta OSM building:usage:pl con valor 'Transportu lub łączności' utilizada para describir características building:usage:pl,12439,0.0,0,0.0,12437,0.0,2,0.0,No,0
addr:postcode,8240,addr:postcode=8240,An OSM addr:postcode tag with value '8240' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '8240' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '8240' utilizada para describir características addr:postcode,12438,0.0,10170,0.0,2261,0.0,7,0.0,No,0
source:position,bing,source:position=bing,An OSM source:position tag with value 'bing' used to describe source:position features,Una etiqueta OSM source:position amb valor 'bing' utilitzada per descriure característiques source:position,Una etiqueta OSM source:position con valor 'bing' utilizada para describir características source:position,12436,0.0,6285,0.0,6019,0.0,132,0.0,No,0
addr:city,Lommel,addr:city=Lommel,An OSM addr:city tag with value 'Lommel' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Lommel' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Lommel' utilizada para describir características addr:city,12433,0.0,153,0.0,12272,0.0,8,0.0,No,0
addr:postcode,4060,addr:postcode=4060,An OSM addr:postcode tag with value '4060' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '4060' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '4060' utilizada para describir características addr:postcode,12433,0.0,7064,0.0,5246,0.0,123,0.0,No,0
addr:postcode,98516,addr:postcode=98516,An OSM addr:postcode tag with value '98516' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '98516' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '98516' utilizada para describir características addr:postcode,12430,0.0,2638,0.0,9790,0.0,2,0.0,No,0
addr:city,Marseille,addr:city=Marseille,An OSM addr:city tag with value 'Marseille' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Marseille' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Marseille' utilizada para describir características addr:city,12429,0.0,6280,0.0,1453,0.0,4696,0.0003,No,0
addr:postcode,6950,addr:postcode=6950,An OSM addr:postcode tag with value '6950' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '6950' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '6950' utilizada para describir características addr:postcode,12428,0.0,11873,0.0,555,0.0,0,0.0,No,0
addr:city,Mumbai,addr:city=Mumbai,An OSM addr:city tag with value 'Mumbai' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Mumbai' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Mumbai' utilizada para describir características addr:city,12427,0.0,1010,0.0,11342,0.0,75,0.0,No,0
addr:street,Rue Victor Hugo,addr:street=Rue Victor Hugo,An OSM addr:street tag with value 'Rue Victor Hugo' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Rue Victor Hugo' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Rue Victor Hugo' utilizada para describir características addr:street,12427,0.0,9655,0.0,2759,0.0,13,0.0,No,0
addr:city,Новочеркасск,addr:city=Новочеркасск,An OSM addr:city tag with value 'Новочеркасск' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Новочеркасск' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Новочеркасск' utilizada para describir características addr:city,12426,0.0,81,0.0,12328,0.0,17,0.0,No,0
addr:housenumber,135號,addr:housenumber=135號,An OSM addr:housenumber tag with value '135號' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '135號' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '135號' utilizada para describir características addr:housenumber,12426,0.0,12422,0.0,4,0.0,0,0.0,No,0
addr:postcode,99817,addr:postcode=99817,An OSM addr:postcode tag with value '99817' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '99817' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '99817' utilizada para describir características addr:postcode,12426,0.0,1113,0.0,11309,0.0,4,0.0,No,0
addr:postcode,4050,addr:postcode=4050,An OSM addr:postcode tag with value '4050' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '4050' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '4050' utilizada para describir características addr:postcode,12423,0.0,6961,0.0,5433,0.0,29,0.0,No,0
brand,BP,brand=BP,An OSM brand tag with value 'BP' used to describe brand features,Una etiqueta OSM brand amb valor 'BP' utilitzada per descriure característiques brand,Una etiqueta OSM brand con valor 'BP' utilizada para describir características brand,12422,0.0,6634,0.0,5736,0.0,52,0.0,No,3
addr:city,Kilmarnock,addr:city=Kilmarnock,An OSM addr:city tag with value 'Kilmarnock' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Kilmarnock' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Kilmarnock' utilizada para describir características addr:city,12419,0.0,100,0.0,12317,0.0,2,0.0,No,0
diet:halal,yes,diet:halal=yes,An OSM diet:halal tag with value 'yes' used to describe diet:halal features,Una etiqueta OSM diet:halal amb valor 'yes' utilitzada per descriure característiques diet:halal,Una etiqueta OSM diet:halal con valor 'yes' utilizada para describir características diet:halal,12411,0.0,10252,0.0,2142,0.0,17,0.0,No,14
guidepost,hiking,guidepost=hiking,An OSM guidepost tag with value 'hiking' used to describe guidepost features,Una etiqueta OSM guidepost amb valor 'hiking' utilitzada per descriure característiques guidepost,Una etiqueta OSM guidepost con valor 'hiking' utilizada para describir características guidepost,12410,0.0,12405,0.0,4,0.0,1,0.0,Yes,0
source,locale,source=locale,An OSM source tag with value 'locale' used to describe source features,Una etiqueta OSM source amb valor 'locale' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'locale' utilizada para describir características source,12408,0.0,7509,0.0,4893,0.0,6,0.0,No,0
pole,no,pole=no,An OSM pole tag with value 'no' used to describe pole features,Una etiqueta OSM pole amb valor 'no' utilitzada per descriure característiques pole,Una etiqueta OSM pole con valor 'no' utilizada para describir características pole,12406,0.0,12397,0.0,9,0.0,0,0.0,No,4
addr:postcode,47906,addr:postcode=47906,An OSM addr:postcode tag with value '47906' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '47906' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '47906' utilizada para describir características addr:postcode,12405,0.0,11153,0.0,1250,0.0,2,0.0,No,0
location:accuracy,1.5,location:accuracy=1.5,An OSM location:accuracy tag with value '1.5' used to describe location:accuracy features,Una etiqueta OSM location:accuracy amb valor '1.5' utilitzada per descriure característiques location:accuracy,Una etiqueta OSM location:accuracy con valor '1.5' utilizada para describir características location:accuracy,12405,0.0,0,0.0,12405,0.0,0,0.0,No,0
source:date,2012-08-27,source:date=2012-08-27,An OSM source:date tag with value '2012-08-27' used to describe source:date features,Una etiqueta OSM source:date amb valor '2012-08-27' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2012-08-27' utilizada para describir características source:date,12405,0.0,1,0.0,12404,0.0,0,0.0,No,0
addr:housenumber,6/1,addr:housenumber=6/1,An OSM addr:housenumber tag with value '6/1' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '6/1' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '6/1' utilizada para describir características addr:housenumber,12404,0.0,2869,0.0,9497,0.0,38,0.0,No,0
source,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2021;BANO,source=cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2021;BANO,An OSM source tag with value 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2021;BANO' used to describe source features,Una etiqueta OSM source amb valor 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2021;BANO' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2021;BANO' utilizada para describir características source,12404,0.0,12371,0.0,33,0.0,0,0.0,No,0
genus:de,Birke,genus:de=Birke,An OSM genus:de tag with value 'Birke' used to describe genus:de features,Una etiqueta OSM genus:de amb valor 'Birke' utilitzada per descriure característiques genus:de,Una etiqueta OSM genus:de con valor 'Birke' utilizada para describir características genus:de,12402,0.0,12260,0.0,141,0.0,1,0.0,No,0
direction,SSE,direction=SSE,An OSM direction tag with value 'SSE' used to describe direction features,Una etiqueta OSM direction amb valor 'SSE' utilitzada per descriure característiques direction,Una etiqueta OSM direction con valor 'SSE' utilizada para describir características direction,12401,0.0,11258,0.0,1120,0.0,23,0.0,No,1
addr:city,Pittsboro,addr:city=Pittsboro,An OSM addr:city tag with value 'Pittsboro' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Pittsboro' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Pittsboro' utilizada para describir características addr:city,12399,0.0,11481,0.0,916,0.0,2,0.0,No,0
addr:conscriptionnumber,36,addr:conscriptionnumber=36,An OSM addr:conscriptionnumber tag with value '36' used to describe addr:conscriptionnumber features,Una etiqueta OSM addr:conscriptionnumber amb valor '36' utilitzada per descriure característiques addr:conscriptionnumber,Una etiqueta OSM addr:conscriptionnumber con valor '36' utilizada para describir características addr:conscriptionnumber,12399,0.0,9334,0.0,3062,0.0,3,0.0,No,0
