key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,number
addr:city,Pickering,addr:city=Pickering,An OSM addr:city tag with value 'Pickering' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Pickering' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Pickering' utilizada para describir características addr:city,12683,0.0,6602,0.0,6078,0.0,3,0.0,No,0,10627
addr:street,Kolpingstraße,addr:street=Kolpingstraße,An OSM addr:street tag with value 'Kolpingstraße' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Kolpingstraße' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Kolpingstraße' utilizada para describir características addr:street,12683,0.0,1847,0.0,10829,0.0,7,0.0,No,0,10628
amenity,ticket_validator,amenity=ticket_validator,An OSM amenity tag with value 'ticket_validator' used to describe amenity features,Una etiqueta OSM amenity amb valor 'ticket_validator' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'ticket_validator' utilizada para describir características amenity,12681,0.0,11853,0.0,827,0.0,1,0.0,Yes,8,10629
change:backward,no,change:backward=no,An OSM change:backward tag with value 'no' used to describe change:backward features,Una etiqueta OSM change:backward amb valor 'no' utilitzada per descriure característiques change:backward,Una etiqueta OSM change:backward con valor 'no' utilizada para describir características change:backward,12679,0.0,2,0.0,12677,0.0,0,0.0,No,1,10630
addr:postcode,53207,addr:postcode=53207,An OSM addr:postcode tag with value '53207' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '53207' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '53207' utilizada para describir características addr:postcode,12678,0.0,628,0.0,12049,0.0,1,0.0,No,0,10631
addr:housenumber,632,addr:housenumber=632,An OSM addr:housenumber tag with value '632' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '632' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '632' utilizada para describir características addr:housenumber,12676,0.0,6660,0.0,6006,0.0,10,0.0,No,0,10632
source:geometry:date,2018-06-28,source:geometry:date=2018-06-28,An OSM source:geometry:date tag with value '2018-06-28' used to describe source:geometry:date features,Una etiqueta OSM source:geometry:date amb valor '2018-06-28' utilitzada per descriure característiques source:geometry:date,Una etiqueta OSM source:geometry:date con valor '2018-06-28' utilizada para describir características source:geometry:date,12676,0.0,0,0.0,12674,0.0,2,0.0,No,0,10633
addr:city,Puertollano,addr:city=Puertollano,An OSM addr:city tag with value 'Puertollano' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Puertollano' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Puertollano' utilizada para describir características addr:city,12674,0.0,1732,0.0,9742,0.0,1200,0.0001,No,0,10634
addr:housenumber,1320,addr:housenumber=1320,An OSM addr:housenumber tag with value '1320' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1320' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1320' utilizada para describir características addr:housenumber,12673,0.0,5614,0.0,7036,0.0,23,0.0,No,0,10635
description,Maize,description=Maize,An OSM description tag with value 'Maize' used to describe description features,Una etiqueta OSM description amb valor 'Maize' utilitzada per descriure característiques description,Una etiqueta OSM description con valor 'Maize' utilizada para describir características description,12672,0.0,12647,0.0,25,0.0,0,0.0,No,0,10636
addr:street,Victoria Road,addr:street=Victoria Road,An OSM addr:street tag with value 'Victoria Road' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Victoria Road' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Victoria Road' utilizada para describir características addr:street,12671,0.0,5367,0.0,7283,0.0,21,0.0,No,0,10637
addr:housenumber,1599,addr:housenumber=1599,An OSM addr:housenumber tag with value '1599' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1599' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1599' utilizada para describir características addr:housenumber,12670,0.0,11577,0.0,1087,0.0,6,0.0,No,0,10638
bonnet:colour,red,bonnet:colour=red,An OSM bonnet:colour tag with value 'red' used to describe bonnet:colour features,Una etiqueta OSM bonnet:colour amb valor 'red' utilitzada per descriure característiques bonnet:colour,Una etiqueta OSM bonnet:colour con valor 'red' utilizada para describir características bonnet:colour,12666,0.0,12666,0.0,0,0.0,0,0.0,No,3,10639
addr:city,Fallbrook,addr:city=Fallbrook,An OSM addr:city tag with value 'Fallbrook' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Fallbrook' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Fallbrook' utilizada para describir características addr:city,12664,0.0,12566,0.0,95,0.0,3,0.0,No,0,10640
source,Geodaten Kanton Basel-Stadt,source=Geodaten Kanton Basel-Stadt,An OSM source tag with value 'Geodaten Kanton Basel-Stadt' used to describe source features,Una etiqueta OSM source amb valor 'Geodaten Kanton Basel-Stadt' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Geodaten Kanton Basel-Stadt' utilizada para describir características source,12662,0.0,71,0.0,12556,0.0,35,0.0,No,0,10641
tiger:county,"Lancaster, PA","tiger:county=Lancaster, PA","An OSM tiger:county tag with value 'Lancaster, PA' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Lancaster, PA' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Lancaster, PA' utilizada para describir características tiger:county",12660,0.0,0,0.0,12659,0.0,1,0.0,No,0,10642
addr:conscriptionnumber,34,addr:conscriptionnumber=34,An OSM addr:conscriptionnumber tag with value '34' used to describe addr:conscriptionnumber features,Una etiqueta OSM addr:conscriptionnumber amb valor '34' utilitzada per descriure característiques addr:conscriptionnumber,Una etiqueta OSM addr:conscriptionnumber con valor '34' utilizada para describir características addr:conscriptionnumber,12657,0.0,9535,0.0,3122,0.0,0,0.0,No,0,10643
addr:postcode,11229,addr:postcode=11229,An OSM addr:postcode tag with value '11229' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '11229' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '11229' utilizada para describir características addr:postcode,12654,0.0,1586,0.0,11064,0.0,4,0.0,No,0,10644
addr:housenumber,1802,addr:housenumber=1802,An OSM addr:housenumber tag with value '1802' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1802' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1802' utilizada para describir características addr:housenumber,12653,0.0,8082,0.0,4566,0.0,5,0.0,No,0,10645
generator:solar:modules,4,generator:solar:modules=4,An OSM generator:solar:modules tag with value '4' used to describe generator:solar:modules features,Una etiqueta OSM generator:solar:modules amb valor '4' utilitzada per descriure característiques generator:solar:modules,Una etiqueta OSM generator:solar:modules con valor '4' utilizada para describir características generator:solar:modules,12653,0.0,9360,0.0,3293,0.0,0,0.0,No,0,10646
addr:postcode,84003,addr:postcode=84003,An OSM addr:postcode tag with value '84003' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '84003' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '84003' utilizada para describir características addr:postcode,12652,0.0,353,0.0,12294,0.0,5,0.0,No,0,10647
denomination,pentecostal,denomination=pentecostal,An OSM denomination tag with value 'pentecostal' used to describe denomination features,Una etiqueta OSM denomination amb valor 'pentecostal' utilitzada per descriure característiques denomination,Una etiqueta OSM denomination con valor 'pentecostal' utilizada para describir características denomination,12651,0.0,6462,0.0,6117,0.0,72,0.0,No,5,10648
payment:notes,no,payment:notes=no,An OSM payment:notes tag with value 'no' used to describe payment:notes features,Una etiqueta OSM payment:notes amb valor 'no' utilitzada per descriure característiques payment:notes,Una etiqueta OSM payment:notes con valor 'no' utilizada para describir características payment:notes,12651,0.0,12128,0.0,497,0.0,26,0.0,No,3,10649
addr:city,Aalsmeer,addr:city=Aalsmeer,An OSM addr:city tag with value 'Aalsmeer' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Aalsmeer' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Aalsmeer' utilizada para describir características addr:city,12646,0.0,12295,0.0,351,0.0,0,0.0,No,0,10650
addr:street,Wilhelminastraat,addr:street=Wilhelminastraat,An OSM addr:street tag with value 'Wilhelminastraat' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Wilhelminastraat' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Wilhelminastraat' utilizada para describir características addr:street,12645,0.0,12525,0.0,119,0.0,1,0.0,No,0,10651
addr:city,Bilthoven,addr:city=Bilthoven,An OSM addr:city tag with value 'Bilthoven' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Bilthoven' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Bilthoven' utilizada para describir características addr:city,12643,0.0,12638,0.0,5,0.0,0,0.0,No,0,10652
addr:housenumber,1012,addr:housenumber=1012,An OSM addr:housenumber tag with value '1012' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1012' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1012' utilizada para describir características addr:housenumber,12643,0.0,5365,0.0,7267,0.0,11,0.0,No,0,10653
addr:postcode,2440,addr:postcode=2440,An OSM addr:postcode tag with value '2440' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '2440' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '2440' utilizada para describir características addr:postcode,12643,0.0,3535,0.0,9100,0.0,8,0.0,No,0,10654
source,NHD_import_v0.2_20090214214316,source=NHD_import_v0.2_20090214214316,An OSM source tag with value 'NHD_import_v0.2_20090214214316' used to describe source features,Una etiqueta OSM source amb valor 'NHD_import_v0.2_20090214214316' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'NHD_import_v0.2_20090214214316' utilizada para describir características source,12643,0.0,136,0.0,12507,0.0,0,0.0,No,0,10655
passenger_lines,3,passenger_lines=3,An OSM passenger_lines tag with value '3' used to describe passenger_lines features,Una etiqueta OSM passenger_lines amb valor '3' utilitzada per descriure característiques passenger_lines,Una etiqueta OSM passenger_lines con valor '3' utilizada para describir características passenger_lines,12640,0.0,2,0.0,12638,0.0,0,0.0,No,0,10656
addr:postcode,2730,addr:postcode=2730,An OSM addr:postcode tag with value '2730' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '2730' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '2730' utilizada para describir características addr:postcode,12639,0.0,11834,0.0,804,0.0,1,0.0,No,0,10657
addr:city,Tagaytay,addr:city=Tagaytay,An OSM addr:city tag with value 'Tagaytay' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Tagaytay' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Tagaytay' utilizada para describir características addr:city,12636,0.0,193,0.0,12422,0.0,21,0.0,No,0,10658
addr:city,Scarborough,addr:city=Scarborough,An OSM addr:city tag with value 'Scarborough' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Scarborough' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Scarborough' utilizada para describir características addr:city,12632,0.0,10053,0.0,2566,0.0,13,0.0,No,0,10659
addr:housenumber,477,addr:housenumber=477,An OSM addr:housenumber tag with value '477' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '477' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '477' utilizada para describir características addr:housenumber,12631,0.0,7802,0.0,4819,0.0,10,0.0,No,0,10660
