key,value,definición
source,cadastre-dgi-fr_source_:_Direction_Générale_des_Finances_Publiques_-_Cadastre_;_mise_à_jour_:_2008,Fonte = catastro-dgi-fr Fonte: Direction Générale des Finances Publiques - Cadastro; Actualizado: 2008
source_dat,2021,datos_orixinais=2021
source_ref,http://nlftp.mlit.go.jp/ksj/jpgis/datalist/KsjTmplt-A13.html,source_ref=http://nlftp.mlit.go.jp/ksj/jpgis/datalist/ksjtmplt-a13.html
source_ref:name,http://data.gov.au/dataset/36f1ca48-ed2d-4a58-a15b-6fb4b97fdbd7,referencia_fonte:nome=http://data.gov.au/dataset/36f1ca48-ed2d-4a58-a15b-6fb4b97fdbd7
source_ref:url,https://www.flickr.com/photos/openstreetmap-albania,referencia_fonte:url=https://www.flickr.com/photos/openstreetmap-albania
source_ref:url,https://www.flickr.com/photos/openstreetmap-albania/,referencia_fonte:url = https://www.flickr.com/photos/openstreetmap-albania/
source:addr,*,fonte: enderezo = *
source:addr,Chapel Hill Open Data,source:addr=Cerro de Capilla fonte de
source:addr,cuzk:ruian,fonte: enderezo = cuzk:ruian
source:addr,GURS,Orixe: enderezo = GURS
source:addr,ЕГРН,Orixe: enderezo = EGRN
source:addr:date,1995-01-01,fonte:enderezo:data = *
source:addr:date,2021-01-01,fonte:enderezo:data = *
source:addr:housenumber,interpolation,Datos abertos:enderezo:número da casa=fonte
source:addr:housenumber,survey,interpolación:enderezo:número_da_casa=orixe
source:addr:postcode,code-point_open,fonte:enderezo:código postal = código_de_punto_aberto
source:addr:postcode,OS Opendata Codepoint,de #study:addr:postcode=Punto de código de datos abertos do sistema operativo
source:addr:postcode,OS_Open_Data_Codepoint,fonte:enderezo:código postal = OS_Open_Data_Codepoint
source:addr:postcode,OS_Opendata_Codepoint,fonte:enderezo:código postal = OS_Opendata_Codepoint
source:addr:street,survey,fonte:enderezo:fonte=de
source:addr:version,2016-04-01,fonte:enderezo:versión = *
source:address,Helsingborgs kommun,#street study:address=Helsingborgs kommun
source:address,Helsingborgs_kommun,Enderezo de orixe = Helsingborgs_kommun
source:area,Bing,fonte:área = Bing
source:building,Bing,fonte: edificio = Bing
source:building,OpenData Land Nordrhein-Westfalen - Hausumringe,fonte:edificio=OpenData Rexión de Renania do Norte-Westfalia - Hausumringe
source:building,OS_OpenData_StreetView,fonte:edificio = OS_OpenData_StreetView
source:building,WroclawGIS,fonte: edificio = SIX de Breslau
source:conscriptionnumber,kapor2,Fonte: número de recrutamento = kapor2
source:construction_date,GURS,fonte: cita_de_construción=GURS
source:damage,survey,Fonte: Danos = Enquisa
source:damage:Chido,CNES / Airbus,fonte:danos:Chido=CNES / fonte
source:data,cugir.library.cornell.edu & gis.ny.gov/gisdata,de Airbus:dato=cugir.library.cornell.edu e gis.ny.gov/gisdata
source:data,cugir.library.cornell.edu_&_gis.ny.gov/gisdata,datos de orixe = cugir.library.cornell.edu_&_gis.ny.gov/gisdata
source:data,https://gis.ny.gov/gisdata,Datos de orixe = https://gis.ny.gov/gisdata
source:date,2025-08-20,fonte: cita=2025-08-20
source:date,*,fonte:data = *
source:description,dadosabertos.cm-lisboa.pt,fonte:description=dadosabertos.cm-lisboa.pt
source:destination,mapillary,Orixe Destino = mapillar
source:ele,barometric,fonte: ele = barométrico
source:ele,BDOrtho IGN Hydroghaphie,fonte:ele=BDOrtho IGN Hidrogáfico
source:ele,BDOrtho_IGN_Hydroghaphie,fonte:ele = BDOrtho_IGN_Hydroghaphie
source:ele,BDOrtho_IGN_Hydrographie,fonte:ele = BDOrtho_IGN_Hydrographie
source:ele,gpx,fonte: ele = gpx
source:ele,MDT5,fonte: ele = MDT5
source:en,Bayamon_Municipality,fonte:es = Municipio_Bayamón
source:en,Bayamón_Municipality,fonte:es = Municipio_Bayamón
source:en,Guaynabo_Municipality,fonte:es = Guaynabo_Municipality
source:en,Municipality_of_Caguas,fonte:es = Concello de Caguas
source:en,"National-Land Numerical Information (Forest) 2006, MLIT Japan","Fonte: Información numérica de desembarcos nacionais (forestais) 2006, fonte MLIT"
source:en,"National-Land_Numerical_Information_(Forest)_2006,_MLIT_Japan","fonte:es = Información_numérica_terrestre_nacional_(forestal)_2006,_MLIT_Xapón"
source:file,http://centrodedescargas.cnig.es/CentroDescargas/equipamiento/BD_Municipios-Entidades.zip,Ficheiro fonte = http://centrodedescargas.cnig.es/CentroDescargas/equipamiento/BD_Municipios-Entidades.zip
source:file,http://centrodedescargas.cnig.es/CentroDescargas/equipamiento/NGBE_de_caracter_Provisional.zip,Ficheiro fonte = http://centrodedescargas.cnig.es/CentroDescargas/equipamiento/NGBE_de_caracter_Provisional.zip
source:filename,buildings.gml,fonte: nome do ficheiro = edificios.gml
source:footprint,Adjusted MS Footprints,do Xapón: pegada = fonte de pegadas
source:footprint,Adjusted_MS_Footprints,fonte:pegada = Pegadas_de_MS_axustadas
source:geometry,*,fonte: xeometría = *
source:geometry,ACT2016,Fonte: Xeometría = Lei 2016
source:geometry,ACTMapiRoads,Orixe: xeometría = ACTMapiCarreteras
source:geometry,ACTMapiTP,Orixe: xeometría = ACTMapiTP
source:geometry,Aerial photogrammetry,de LADY Axustado: xeometría = fonte de
source:geometry,Bing,Fonte: Xeometría = Bing
source:geometry,GURS,Fonte: Xeometría = GURS
source:geometry,LPI_NSW_Imagery,Fonte: Xeometría = Imaxes LPI NSW
source:geometry,NPWS_Estate,Fonte: Xeometría = Granxa NPWS
source:geometry,NSW_LPI_Base_Map,Fonte: Xeometría = Mapa base LPI de Nova Gales do Sur
source:geometry,NSW_LPI_Imagery,Fonte: Xeometría = Imaxes LPI de Nova Gales do Sur
source:geometry,PSMA_Admin_Boundaries,Fonte: Xeometría = Límites de administración da PSMA
source:geometry,webewid.powiatstarogard.pl,Fotogrametría aérea: xeometría=webewid.powiatstarogard.pl
source:geometry:date,2010,fonte:xeometría:cita=2010
source:geometry:date,8/27/2010-4/4/2011,fonte:xeometría:data = *
source:geometry:version,6,fonte:xeometría:versión = *
source:heritage,"data.gouv.fr, Ministère de la Culture - 2016","fonte:heritage=data.gouv.fr, Ministerio de Cultura - 2016"
source:heritage,"data.gouv.fr,_Ministère_de_la_Culture_-_2016","fonte: herdanza = data.gouv.fr,_Ministère_de_la_Culture_-_2016"
source:hgv,MassGIS,Fonte: hgv = MassGIS
source:hgv,PennDOT_ftp://ftp.dot.state.pa.us/public/Bureaus/BOMO/MC/Publication411.pdf,fonte: hgv=PennDOT_ftp://ftp.dot.state.pa.us/public/Bureaus/BOMO/MC/Publication411.pdf
source:hgv,"TxDOT’s Sign Guidelines and Applications Manual, Chapter 5, Section 6 Truck Routes https://onlinemanuals.txdot.gov/TxDOTOnlineManuals/TxDOTManuals/smk/truck_routes.htm","Fonte: hgv=Manual de aplicación e directrices de sinais de TxDOT, capítulo 5, sección 6, rutas para camións https://onlinemanuals.txdot.gov/txdotonlinemanuals/txdotmanuals/smk/truck_routes.htm"
source:hgv:national_network,Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,Fonte: hgv:red_nacional=Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/
source:hgv:national_network,Caltrans_http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,fonte: hgv: rede_nacional = Caltrans_http://www.dot.ca.gov/hq/traffops/trucks/truckmap/
source:hgv:national_network,"CDOT_""Highway_Data_Explorer""","fonte: hgv: rede_nacional = CDOT_""Explorador_de_datos_de_autoestradas"""
source:hgv:national_network,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,Fonte: hgv: Título_da=Rede Nacional 23: Parte das autoestradas 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23
source:hgv:state_network,NJDOT http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf,Fonte: hgv:red_estatal=NJDOT http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf
source:hgv:state_network,NJDOT_http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf,fonte: hgv:state_network=NJDOT_http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf
source:hgv:state_network,NYSDOT https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20access%20bk.pdf,fonte: hgv:red_state=NYSDOT https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20acceso%20bk.Fonte
source:hgv:state_network,NYSDOT_https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20access%20bk.pdf,fonte: hgv:state_network=NYSDOT_https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20access%20bk.pdf
source:highway,schema_br2013,fonte: estrada = scheme_br2013
source:highway_authority_ref,foi_request,de pdf:road_power_ref=foi_source
source:highway_classification,IBGE,solicitude:clasificación_de_estradas=IBGE
source:highway:class:pl,https://edziennik.gddkia.gov.pl/DU_GDDKIA/2025/7/akt.pdf,source:road:class:pl=https://edziennik.gddkia.gov.pl/du_gddkia/2025/7/akt.Source
source:imagery,ESRI Sat & NYS Sat Imagery,de pdf:imagery=Fonte de ESRI Sentó e NYS de
source:imagery,ESRI_&_NYS_Sat_Imagery,Orixe: Imaxes = ESRI_&_NYS_Sat_Images
source:ja,国土数値情報（森林地域データ）平成18年　国土交通省,Imaxes sentadas:ja=国土数値情報（森林地域データ）平成18年 国土交通省
source:lake,Review by So9q using LM Topographic Map,Fonte: Revisión do lago por So9q usando a fonte topográfica LM
source:lanes,Esri World Imagery,Mapa:rutas=Orixe de Esri de
source:lit,http://www.autobahn-bilder.de,Imaxes do mundo: ignition=http://www.autobahn-bilder.de
source:location,NLS.fi Topographic Database,fonte:localización=Nls.fi Fonte topográfica
source:maxaxleload,Dz.U. 2011 nr 222 poz. 1321 Art. 2 pkt. 11,Base de datos: maxaxleload=Dz.U. 2011 nº 222 poz. 1321 Arte. 2 pkt. 11
source:maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,fonte:maxaxleload=Rozporządzenie Ministro de Infraestructura e Budownictwa o 21 de xaneiro de 2017
source:maxspeed,AT:rural,fonte:velocidademáxima=EN:fonte
source:maxspeed,BE-BRU:urban,fonte:velocidade máxima = BE-BRU:urbano
source:maxspeed,BE-VLG:rural,fonte:maxspeed = BE-VLG:rural
source:maxspeed,BE-VLG:urban,fonte:velocidade máxima = BE-VLG:urbano
source:maxspeed,BE-WAL:rural,fonte:maxspeed = BE-WAL:rural
source:maxspeed,BE-WAL:urban,fonte:velocidade máxima = BE-WAL:urbano
source:maxspeed,DE:motorway,rural:maxspeed=DE:orixe
source:maxspeed,implicit,fonte:maxspeed = implícito
source:maxspeed,IT:urban,fonte:velocidade máxima = TI:urbano
source:maxspeed,massgis,autoestrada:velocidademáxima=masagis
source:maxspeed,RU:urban,fonte:velocidademáxima = RU:urbano
source:maxspeed,sign,fonte:velocidademáxima=fonte
source:maxspeed,survey,signo:velocidademáxima=fonte
source:maxspeed,survey;image,fonte:maxspeed = enquisa;imaxe
source:maxspeed,Unless otherwise posted speed limit 25 MPH in Oklahoma City; OKC code § 32-166.,"de #estudio:maxspeed=A non ser que se indique o contrario, o límite de velocidade é de 25 MPH en Oklahoma City; código de OKC § 32-166."
source:maxspeed:backward,sign,fonte: maxspeed: atrás = sinal
source:maxspeed:forward,sign,fonte: velocidade máxima: cara adiante = sinal
source:maxweight,https://hub.arcgis.com/datasets/KYTC::kytc-truck-weight-classification/explore,Fonte: maxweight=https://hub.arcgis.com/datasets/kytc::kytc-truck-weight-classification/explore
source:name,data.gov.au,fonte:nome=data.gov.au
source:name,GNS,Nome da fonte = GNS
source:name,Haiti_DMA_Topo,Nome da fonte = Haití DMA Topo
source:name,LPI_NSW_Base_Map,Nome da fonte = Mapa base LPI NSW
source:name,NPWS_Estate,Nome da fonte = Granxa NPWS
source:name,NSW_LPI_Base_Map,Nome da fonte = Mapa base LPI de Nova Gales do Sur
source:name,OS_OpenData_Locator,Nome da fonte = Localizador de datos abertos do sistema operativo
source:name,OS_OpenData_OS_Locator,nome da fonte = OS OpenData OS Locator
source:name,OS_OpenData_StreetView,Nome da fonte = Sistema operativo OpenData StreetView
source:name,survey,Nome da fonte = enquisa
source:name:br,ofis publik ar brezhoneg,fonte:nome:br=ofis publik ar brezhoneg
source:name:br,ofis_publik_ar_brezhoneg,fonte:name:br = ofis_publik_ar_brezhoneg
source:name:br,proper translation,fonte:nome:br=fonte de
source:name:br,proper_translation,fonte:nome:br = tradución_propia
source:name:oc,ieo-bdtopoc,fonte:nome:oc = ieo-bdtopoc
source:old_ref:fap,ODOT http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx,Tradución axeitada: old_ref:fap=ODOT http://www.dot.state.oh.us/divisions/planning/techserv/prod_services/pages/ri06.aspx http://www.dot.state.oh.us/divisions/contractadmin/contracts/pages/nhs-fap.aspx
source:old_ref:fap,ODOT_http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx_http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx,fonte:ref_antiga:fap = ODOT_http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx_http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx
source:oneway,Esri World Imagery,Orixe: Dirección única = Orixe de Esri
source:oneway,Esri_World_Imagery,Orixe: unidireccional = Esri_World_Images
source:outline,"maps4bw (LGL, www.lgl-bw.de); Mapbox Satellite","Imaxes do mundo: outline=maps4bw (LGL, www.lgl-bw.de); Fonte de Mapbox"
source:outline,"maps4bw_(LGL,_www.lgl-bw.de);_Mapbox_Satellite","fonte: esquema = maps4bw_(LGL,_www.lgl-bw.de);_Mapbox_Satellite"
source:population,*,fonte:poboación = *
source:population,INE,Fonte: Poboación = INE
source:population,ine.gob.bo;2016,Fonte: Poboación = ine.gob.bo; 2016
source:population,INSEE_2022,fonte:poboación = INSEE_2022
source:population,wikipedia,de Satélite:poboación=wikipedia
source:position,*,fonte:posición = *
source:position,Aerial photogrammetry,fonte:#posición=fonte de
source:position,Aerial_photogrammetry,fonte:posición = Fotogrametría aérea_
source:position,"bing (0,0)","Fotogrametría aérea:#position=bing (0,0)"
source:position,bing_HR(0;0),fonte:posición = bing_HR(0;0)
source:position,"bing(0,0)","fonte:posición = bing(0,0)"
source:position,NPWS_Estate,fonte:posición = Granxa NPWS
source:postal_code,CNEFE,Orixe: código_postal = CNEFE
source:postal_code,La Poste - 12/2014,Fonte: Código_Postal = La Poste - 12/2014
source:postal_code,La_Poste_-_12/2014,Fonte: código_postal = La_Poste_-_12/2014
source:postcode,ONS,Orixe: código postal = ONS
source:power,Enedis,Fonte: Poder = Enedis
source:prow_ref,definitive_statement,fonte: proa_ref = declaración_final
source:ref,#ŻółtaNaklejkaPLK,fonte: referencia = *
source:ref,http://wiki.openstreetmap.org/wiki/Import/Catalogue/Strassen_NRW,fonte:ref=http://wiki.openstreetmap.org/wiki/import/catalogue/strassen_nrw
source:ref,Ministerial Decision Γ25871/1963 (ΦΕΚ Β 319/23.07.1963),fonte:ref=Decisión ministerial Γ25871/1963 (ΦΕΚ Β 319/07/23/1963)
source:ref,Ministerial Decision ΔΟΥ/οικ/5776/2015 (ΦΕΚ ΑΑΠ 253/21.12.2015),fonte:ref=Decisión ministerial ΔΟΥ/οικ/5776/2015 (ΦΕΚ ΑΑΠ 253/21.12.2015)
source:ref,OS_OpenData_StreetView,Fonte: Referencia = Sistema operativo OpenData StreetView
source:ref,rsd_cr,fonte: referencia = rsd_cr
