key,value,définition
tower:type,branch,tour:type=branche
tower:type,bridge,tour:type=pont
tower:type,communication,tour:type=communication
tower:type,cooling,tour:type=refroidissement
tower:type,crossing,tour:type=passage
tower:type,defensive,tour:type=défensive
tower:type,diving,tour:type=plongée
tower:type,donjon,tour:type=donjon
tower:type,hose,tour:type=tuyau
tower:type,intake,tour:type=prise
tower:type,lattice,tour:type=treillis
tower:type,lighting,tour:type=éclairage
tower:type,lightning_protection,tour:type=protection_contre_la_foudre
tower:type,minaret,tour:type=minaret
tower:type,monitoring,tour:type=surveillance
tower:type,monument,tour:type=monument
tower:type,observation,tour:type=observation
tower:type,popinjay,tour:type=popinjay
tower:type,radar,tour:type=radar
tower:type,siren,tour:type=sirène
tower:type,suspension,tour:type=suspension
tower:type,termination,tour:type=terminaison
tower:type,transition,tour:type=transition
tower:type,transposing,tour:type=transposée
tower:type,watchtower,tour:type=tour de guet
townhall:type,city,hôtel de ville:type=ville
traces,1,traces=1
tracks,1,pistes=1
tracks,2,pistes=2
tracktype,grade1,type de piste=grade1
tracktype,grade2,type de piste=grade2
tracktype,grade3,type de piste=grade3
tracktype,grade4,type de piste=grade4
tracktype,grade5,type de piste=grade5
tracktype,gradex,type de piste=gradex
trade,agricultural_supplies,commerce=fournitures_agricoles
trade,building_supplies,commerce=matériaux_de_construction
trade,timber,commerce = bois
trade,wood,commerce = bois
traffic,local,trafic=local
traffic,national,trafic = national
traffic,regional,trafic=régional
traffic,suburban,trafic = banlieue
traffic,urban,trafic = urbain
traffic_calming,bump,ralentissement de la circulation=bump
traffic_calming,chicane,modération de la circulation=chicane
traffic_calming,choked_island,modération de la circulation=île congestionnée
traffic_calming,choked_table,apaisement du trafic=table_bloquée
traffic_calming,choker,modération de la circulation=étrangleur
traffic_calming,cushion,modération de la circulation=coussin
traffic_calming,dip,apaisement du trafic=dip
traffic_calming,double_dip,modération de la circulation = double plongée
traffic_calming,dynamic_bump,ralentissement de la circulation=bump dynamique
traffic_calming,hump,ralentissement de la circulation=bosse
traffic_calming,island,modération de la circulation=île
traffic_calming,median,modération de la circulation = médiane
traffic_calming,mini_bumps,modération de la circulation=mini-ralentissements
traffic_calming,no,modération de la circulation=non
traffic_calming,painted_island,modération de la circulation=île peinte
traffic_calming,painted_table,apaisement du trafic=table peinte
traffic_calming,rumble_strip,bande rugueuse de modération de la circulation
traffic_calming,table,apaisement du trafic=table
traffic_sign,AT:52.1,panneau_de_trafic=AT:52.1
traffic_sign,city_limit,panneau_de_trafic=limite_de_ville
traffic_sign,speedometer_test,panneau_de_trafic=test_de_compteur_de_vitesse
traffic_sign,stop,panneau_de_trafic=stop
traffic_sign,US:MD:M1-5,panneau_de_trafic=US:MD:M1-5
traffic_sign,US:R1-1,panneau_de_trafic=US:R1-1
traffic_sign,variable_message,panneau_de_trafic=message_variable
traffic_sign:backward,DE:325.1,panneau_de_trafic:arrière=DE:325.1
traffic_sign:backward,DE:325.2,panneau_de_trafic:arrière=DE:325.2
traffic_sign:direction,backward,panneau_de_trafic:direction=arrière
traffic_sign:direction,forward,panneau_de_signalisation : direction=avant
traffic_sign:forward,DE:325.1,panneau_de_trafic:avant=DE:325.1
traffic_sign:forward,DE:325.2,panneau_de_trafic:avant=DE:325.2
traffic_signals,continuous_green,feux_de_circulation=vert_continu
traffic_signals,pedestrian_crossing,feux_de_circulation=passage_piéton
traffic_signals,signal,signaux_de_circulation=signal
traffic_signals,traffic_lights,feux de circulation
traffic_signals,tram_priority,feux_de_circulation=priorité_tram
traffic_signals:direction,backward,feux_de_circulation:direction=arrière
traffic_signals:direction,both,feux_de_circulation : direction = les deux
traffic_signals:direction,forward,feux de circulation : direction = avant
traffic_signals:sound,no,feux_de_circulation:son=non
traffic_signals:vibration,no,feux de circulation : vibration=non
trail_visibility,bad,visibilité_du_sentier=mauvaise
trail_visibility,excellent,visibilité du sentier = excellente
trail_visibility,good,visibilité_du_sentier=bonne
trail_visibility,horrible,visibilité du sentier = horrible
trail_visibility,intermediate,visibilité_du_sentier=intermédiaire
trail_visibility,no,visibilité_du_sentier=non
trailblazed,cairns,sentier tracé = cairns
trailblazed,no,pionnier = non
trailblazed,poles,pionniers = pôles
trailblazed,symbols,symboles pionniers
trailer:type,motorcycle,remorque:type=moto
trailhead,*,départ du sentier=*
train,no,train=non
training,art,l'entraînement = l'art
training,aviation,entraînement = aviation
training,computer,formation = ordinateur
training,driving,formation = conduite
training,language,formation = langue
training,music,entraînement = musique
training,sport,entraînement = sport
transformer,auto,transformer=auto
transformer,auxiliary,transformateur=auxiliaire
transformer,converter,transformateur = convertisseur
transformer,distribution,transformateur=distribution
transformer,generator,transformateur = générateur
transformer,main,transformateur=principal
transformer,phase_angle_regulator,transformateur=régulateur_d_angle_de_phase
transformer,traction,transformateur = traction
tree_form,natural,forme_arbre=naturelle
trees,almond_trees,arbres=amandiers
trees,apple_trees,arbres=pommiers
trees,avocado_trees,arbres=avocatiers
trees,banana_plants,arbres=bananiers
trees,blueberry_plants,arbres=plants_de_myrtilles
trees,cacao_trees,arbres=cacaoiers
trees,cashew_trees,arbres=arbres_à_cajou
trees,cherry_trees,arbres=cerisiers
trees,coconut_palms,arbres=cocotiers
trees,coffea_plants,arbres=plants_de_café
trees,date_palms,arbres=palmiers_dattiers
trees,durian_trees,arbres=arbres_durians
trees,hazel_plants,arbres=noisetiers
trees,hop_plants,arbres=plants_de_houblon
trees,macadamia_trees,arbres=macadamia_trees
trees,mango_trees,arbres=manguiers
trees,nopal_plants,arbres=plantes_nopal
trees,oil_palms,arbres=palmiers à huile
trees,olive_trees,arbres=oliviers
trees,orange_trees,arbres=orangers
trees,papaya_trees,arbres=papayes
trees,pineapple_plants,arbres=plants_d'ananas
trees,pitaya_plants,arbres=plantes_pitaya
trees,rubber_trees,arbres=hévéas
trees,tea_plants,arbres=plants_de_thé
trees,tequila_agave,arbres=agave à tequila
trolley_wire,no,trolley_wire=non
tumulus,round_tomb,tumulus=tombeau_rond
tunnel,avalanche_protector,tunnel=protecteur_avalanche
tunnel,building_passage,tunnel=passage_bâtiment
tunnel,canal,tunnel=canal
tunnel,covered,tunnel=couvert
tunnel,culvert,tunnel = ponceau
tunnel,flooded,tunnel=inondé
tunnel,no,tunnel=non
tunnel,passage,tunnel=passage
turn,right,tourner à droite
turn_to_close,anti_clockwise,tourner_pour_fermer=sens_antihoraire
turn_to_close,clockwise,tourner_pour_fermer=sens horaire
turn:lanes,||merge_to_left,tourner:voies=||fusionner_à_gauche
turn:lanes,||right,tourner:voies=||droite
turn:lanes,left,tourner:voies=gauche
turn:lanes,left;through|right,tourner:voies=gauche;passer|droite
turn:lanes,left;through|through,tourner:voies=gauche;passer|passer
turn:lanes,left;through|through;right,tourner:voies=gauche;tout droit|tout droit
turn:lanes,left|,tourner:voies=gauche|
turn:lanes,left||,tourner:voies=gauche||
turn:lanes,left|||,tourner:voies=gauche|||
turn:lanes,left|||right,tourner:voies=gauche|||droite
turn:lanes,left|left,tourner:voies=gauche|gauche
turn:lanes,left|none|none,tourner:voies=gauche|aucune|aucune
turn:lanes,left|none|none|none,tourner:voies=gauche|aucun|aucun|aucun
turn:lanes,left|right,tourner:voies=gauche|droite
turn:lanes,left|through,tourner:voies=gauche|parcourir
turn:lanes,left|through;right,tourner:voies=gauche|passer;droite
turn:lanes,left|through|right,tourner:voies=gauche|tout droit|droite
turn:lanes,left|through|through,tourner:voies=gauche|tout droit|tout droit
turn:lanes,left|through|through;right,tourner:voies=gauche|tout droit|tout droit;droite
turn:lanes,left|through|through|right,tourner:voies=gauche|tout droit|tout droit|droite
turn:lanes,none|none|merge_to_left,tourner:lanes=aucune|aucune|fusion_à_gauche
turn:lanes,none|none|right,tourner:voies=aucune|aucune|droite
turn:lanes,none|none|slight_right,virage : voies=aucune|aucune|légèrement à droite
turn:lanes,right,tourner:voies=droite
turn:lanes,slide_left,tourner:lanes=glisser_gauche
turn:lanes,slide_right,tourner:lanes=glisser_à_droite
turn:lanes,through,tourner:voies=à travers
turn:lanes,through|right,tourner:voies=passer|droite
turn:lanes,through|through,tourner:voies=à travers|à travers
turn:lanes,through|through;right,tourner:voies=à travers|à droite
turn:lanes,through|through|right,tourner:voies=à travers|à droite
turn:lanes,through|through|slight_right,tourner:voies=tout droit|tout droit|légèrement à droite
turn:lanes:backward,left;through|right,tourner:voies:arrière=gauche;passer|droite
turn:lanes:backward,left|,tourner:voies:arrière=gauche|
turn:lanes:backward,left||,tourner:voies:arrière=gauche||
turn:lanes:backward,left|none,tourner:voies:arrière=gauche|aucun
turn:lanes:backward,left|none|none,tourner:voies:arrière=gauche|aucun|aucun
turn:lanes:backward,left|right,tourner:voies:arrière=gauche|droite
turn:lanes:backward,left|through,tourner:voies:arrière=gauche|parcourir
turn:lanes:backward,left|through;right,tourner:voies:arrière=gauche|passer;droite
turn:lanes:backward,through,tourner:voies:arrière=à travers
turn:lanes:backward,through|right,tourner:voies:arrière=traverser|droite
turn:lanes:both_ways,left,tourner:lanes:both_ways=gauche
turn:lanes:forward,left;through|right,tourner:voies:avancer=gauche;passer|droite
turn:lanes:forward,left|,tourner:voies:avant=gauche|
turn:lanes:forward,left||,tourner:voies:avant=gauche||
turn:lanes:forward,left|none,tourner:voies:avant=gauche|aucun
turn:lanes:forward,left|none|none,tourner:voies:avant=gauche|aucun|aucun
turn:lanes:forward,left|right,tourner:voies:avant=gauche|droite
turn:lanes:forward,left|through,tourner:voies:avant=gauche|parcourir
turn:lanes:forward,left|through;right,tourner:voies:avancer=gauche|passer;droite
turn:lanes:forward,left|through|right,tourner:voies:avancer=gauche|tout droit|droite
turn:lanes:forward,through,tourner:voies:avant=à travers
turn:lanes:forward,through;right,tourner:voies:avant=traverser;droite
turn:lanes:forward,through|right,tourner:voies:avancer=traverser|droite
turning_circle,circle,cercle tournant=cercle
turning_circle,knuckle,cercle_tournant=articulation
type,*,type=*
type,area,type=zone
type,associated_address,type=adresse_associée
type,associatedStreet,type=rueassociée
type,benchmark,type=benchmark
type,boundary,type=limite
type,bridge,type=pont
type,building,type=bâtiment
type,chronology,type=chronologie
type,collection,type=collection
type,commercial,type=commercial
type,connectivity,type=connectivité
type,container,type=conteneur
type,defaults,type=defaults
type,destination_sign,type=signature_de_destination
type,destinationsign,type=signature de destination
type,dual_carriageway,type=voie à double chaussée
type,dugwell,type=puits
type,enforcement,type=application
type,fixed_point,type=point_fixe
type,gas,type=gaz
type,group,type=groupe
type,health,type=santé
type,heat,type=chaleur
type,junction,type=jonction
type,land_area,type=land_area
type,lane_restriction,type=restriction_de_voie
type,leading_light,type=lumière_principale
type,leading_line,type=ligne_principale
type,maneuver,type=manœuvre
type,maneuvre,type=manœuvre
type,manoeuvre,type=manœuvre
type,multilinestring,type=chaîne multiligne
type,multipolygon,type=multipolygon
type,network,type=réseau
type,node,type=node
type,normal,type=normal
type,observation_spot,type=observation_spot
type,oil,type=huile
type,palm,type=palmier
type,person,type=person
type,physical,type=physique
type,power,type=puissance
type,provides_feature,type=fournit_fonctionnalité
type,Public,type=Public
type,public_transport,type=transport_public
type,residential,type=résidentiel
type,restriction,type=restriction
type,route,type=route
type,route_master,type=route_master
type,site,type=site
type,stop,type=stop
type,street,type=rue
type,superroute,type=superroute
type,telecom,type=télécom
type,TMC,type=TMC
type,tmc:point,type=tmc:point
type,traffic_signals_set,type=ensemble_signaux_de_trafic
type,transit,type=transit
type,triangulation,type=triangulation
type,tunnel,type=tunnel
type,turnlanes:lengths,type=voies de virage:longueurs
type,turnlanes:turns,type=virages:virages
type,Village,type=Village
type,water,type=eau
type,watershed,type=bassin versant
type,waterway,type=voie navigable
url,https://wiki.openstreetmap.org/Import_Borno_eHealth_Africa_Smaller_Settlements,url=https://wiki.openstreetmap.org/Import_Borno_eHealth_Africa_Smaller_Settlements
usage,branch,usage=branche
usage,distribution,usage=distribution
usage,facility,usage=installation
usage,flare_header,usage=flare_header
usage,flowline,usage=flowline
usage,freight,usage=fret
usage,gathering,usage=rassemblement
usage,headrace,usage=headrace
usage,industrial,usage=industriel
usage,injection,usage=injection
usage,irrigation,usage=irrigation
usage,main,usage=principal
usage,military,usage=militaire
usage,penstock,usage=penstock
usage,spillway,usage=déversoir
usage,tailrace,usage=course de queue
usage,test,usage=test
usage,tourism,usage=tourisme
usage,transmission,usage=transmission
usage,transportation,usage=transport
usar_addr:edit_date,090511_BC,usar_addr:edit_date=090511_BC
usar_addr:edit_date,100208_BC,usar_addr:edit_date=100208_BC
usar_addr:edit_date,100806_BC,usar_addr:edit_date=100806_BC
utility,chemical,Utilité = produit chimique
utility,gas,service public = gaz
utility,heating,service public = chauffage
utility,hydrant,service public = borne d'incendie
utility,loudspeaker,utilité=haut-parleur
utility,oil,service public = pétrole
utility,power,utilité = puissance
utility,sewerage,service public = égouts
utility,street_lighting,utilité=éclairage public
utility,telecom,service public=télécom
utility,telecom;power,service public = télécommunications;énergie
utility,television,utilité=télévision
utility,waste,utilité = gaspillage
utility,water,service public = eau
vaccination,covid19,vaccination=covid19
valley,balka,vallée=balka
valve,ball,valve=ball
valve,butterfly,valve=papillon
valve,check,vanne=vérifier
valve,gate,vanne=porte
valve,globe,valve=globe
valve,hollow_jet,valve=jet_creux
valve,needle,valve=aiguille
valve,plug,valve=bouchon
valve,spool,vanne=tiroir
vehicle,agricultural,véhicule=agricole
vehicle,customers,véhicule=clients
vehicle,destination,véhicule=destination
vehicle,forestry,véhicule=foresterie
vehicle,no,véhicule=non
vehicle,permit,véhicule=permis
vehicle,private,véhicule=privé
vending,*,distributeur automatique=*
vending,admission_tickets,vente de billets d'entrée
vending,animal_feed,distributeur automatique = nourriture pour animaux
vending,art,distributeur automatique = art
vending,bicycle_tube,distributeur automatique = tube à vélo
vending,books,distributeur automatique = livres
vending,bottle_return,vente = retour de bouteille
vending,bread,distributeur automatique = pain
vending,bycicle_tube,distributeur automatique = tube de vélo
vending,candles,distributeur automatique = bougies
vending,chemist,distributeur automatique = pharmacie
vending,chewing_gums,distributeur automatique de chewing-gums
vending,cigarettes,distributeurs automatiques = cigarettes
vending,coffee,distributeur automatique = café
vending,coin_change_machine,distributeur automatique de monnaie
vending,coin_rolls,distributeur automatique de rouleaux de pièces
vending,condoms,distributeur automatique = préservatifs
vending,contact_lenses,vente de lentilles de contact
vending,drinks,distributeurs automatiques = boissons
vending,e-cigarettes,distributeurs automatiques = cigarettes électroniques
vending,eggs,distributeur automatique = œufs
vending,electronics,distributeurs automatiques = électronique
vending,elongated_coin,distributeur automatique = pièce allongée
vending,excrement_bags,distributeur automatique de sacs à excréments
vending,feminine_hygiene,distributeur automatique = hygiène féminine
vending,first_aid,distributeur automatique = premiers soins
vending,fishing_bait,vente d'appâts de pêche
vending,fishing_tackle,vente = matériel de pêche
vending,flower_seeds,vente = graines_de_fleurs
vending,flowers,vente = fleurs
vending,food,distributeurs automatiques = nourriture
vending,fuel,distributeur automatique = carburant
vending,gas_bottles,distributeurs automatiques = bouteilles d'essence
vending,ice_cream,distributeur automatique de glaces
